"long","lat","channel_nu"
-122.103377077003,38.1967496868588,457
-122.033849510863,38.2252992519502,458
-122.037661917978,38.2133502426739,459
-122.041036024563,38.2031802452718,460
-122.046428634148,38.1900655711246,461
-122.055711209145,38.1794178840384,462
-122.068627751462,38.1685652351935,463
-122.069849024869,38.1399825161186,464
-122.081529280034,38.1271048547324,465
-122.058736717375,38.1199790903667,466
-122.120695182854,38.1919014467072,467
-122.114286482393,38.1582875598396,469
-122.095810672003,38.1383069661272,470
-122.094831872504,38.1286222277521,471
-122.092462114635,38.0999114013168,472
-122.103027399497,38.0849527938873,473
-122.096167418539,38.155030996575,474
-122.067873879014,38.1845545008922,475
-122.089884556597,38.1859600422183,476
-122.076291446506,38.1803702373599,477
-122.067125378899,38.1772889041277,478
-122.094886844012,38.1773764007116,479
-122.086953932012,38.1667412526843,480
-122.106540956043,38.1679006282321,481
-122.044111024139,38.2206333671691,483
-122.049100532684,38.2135221832792,484
-122.049085469909,38.193559645503,485
-122.022033816006,38.2246965928625,486
-122.06129949193,38.2053192747038,487
-122.029433392711,38.1970520675362,488
-122.030672661625,38.192409454451,489
-122.017064558893,38.1859996193382,490
-121.998632405928,38.1923341771463,491
-121.924667282692,38.2078124863365,497
-121.93007640283,38.1878726572273,498
-122.099313045649,38.1159407043627,500
-122.09719438393,38.121383351875,501
-121.908917502786,38.2041457760289,502
-121.910489774519,38.1927784942523,503
-121.916539464693,38.1803317453192,505
-121.909664276997,38.1753020532453,506
-121.997878058356,38.2258438206266,507
-122.012120850363,38.2252157938696,508
-121.943499759447,38.1783152958137,509
-121.870777411644,38.0714908268797,511
-121.883851056641,38.0828931302254,512
-121.893571519623,38.1265753214285,513
-121.920999465505,38.153939653929,515
-121.967125743679,38.1846523775503,517
-122.021265274998,38.170333630811,522
-122.060487797531,38.1416883316708,523
-122.004144805555,38.1705355805914,527
-122.051179401116,38.1550516203673,528
-121.894262163818,38.088669223735,529
-121.908821618644,38.0892621141154,530
-121.941844429485,38.0891159172877,531
-121.979932655845,38.1120690377633,532
-122.091789129488,38.1145096100809,537
-122.076194043753,38.1187205143789,539
-122.076512356139,38.1148076872447,542
-122.060890552714,38.1569017845824,543
-122.075533065334,38.1606471375093,544
-121.451649296679,38.2783436867246,552
-121.431693765688,38.2580510726171,549
-121.430209633216,38.2548690615313,550
-121.484823350829,38.268419815064,553
-121.50359027732,38.3155327640398,555
-121.497952678248,38.2790835173855,557
-121.498948162572,38.2667226929477,558
-121.50421502008,38.2664429230102,559
-121.300105569946,37.9533224196912,560
-121.322643262698,37.9526487136484,561
-121.969042969128,38.0627837379358,570
-121.995359280455,38.0749835651145,571
-122.032291137918,38.1199375472857,572
-122.016704075924,38.129733230462,573
-121.986973018713,38.0694484950121,574
-121.930309087783,38.071472579038,575
-121.547280700472,38.0094814727802,249
-121.458145222765,38.2043479128778,350
-121.78472649198,38.0373751539122,282
-121.634655354757,38.0112649068246,273
-121.486989451804,38.2357377499714,336
-121.603244749294,38.1019580500003,45
-121.559853501843,38.0649168518115,42
-121.947506057772,38.1728910636642,516
-121.927882804105,38.1736044510632,499
-122.118040084313,38.1809700151719,468
-121.850944572406,38.0393908160967,289
-121.495178660027,38.0409881942205,36
-121.585676367794,38.0355926041479,121
-121.52231568816,38.0318930808869,161
-121.529618238112,37.9946206047612,152
-121.558083470181,37.8426891203118,84
-121.260632477208,37.6715039104631,17
-121.632310178703,38.0953264420233,46
-121.429309809412,37.794238305172,68
-121.556108709161,38.0154143680016,251
-121.495444284734,37.8863435229047,226
-121.61495885702,37.9762223708796,246
-121.478415768254,38.2503301654941,335
-121.485103476719,38.1885650224616,339
-121.508955228431,38.2303221145982,332
-121.652327466603,38.31280259929,396
-121.538096914816,37.8386205293593,218
-121.331903556198,37.877785783656,11
-121.50627502783,38.0505830483756,37
-121.41829836642,37.8076174975168,63
-121.516310481929,37.9118655510448,138
-121.403893454665,38.0312932038814,311
-121.503439957652,38.2447864244043,365
-121.845230990237,38.0664891296609,436
-121.935344114303,38.0499022390916,437
-121.510676343816,38.2982681656682,556
-121.506801616691,37.998144194681,167
-121.436249235322,37.800920220841,70
-121.580553637392,38.0486419750931,123
-121.718017100298,38.0832205119455,432
